time,cpu_used_aeneas,cpu_requested_aeneas,memory_used_aeneas,memory_requested_aeneas,pod_count_aeneas,mq_trigger_concurrency_aeneas,cpu_used_rawaeneas,cpu_requested_rawaeneas,memory_used_rawaeneas,memory_requested_rawaeneas,pod_count_rawaeneas,mq_trigger_concurrency_rawaeneas,cpu_used_getobject,cpu_requested_getobject,memory_used_getobject,memory_requested_getobject,pod_count_getobject,mq_trigger_concurrency_getobject,cpu_used_scaling-aeneas-tocloud,cpu_requested_scaling-aeneas-tocloud,memory_used_scaling-aeneas-tocloud,memory_requested_scaling-aeneas-tocloud,pod_count_scaling-aeneas-tocloud,mq_trigger_concurrency_scaling-aeneas-tocloud,cpu_used_mq_trigger_amqp-connector-aeneas,memory_used_mq_trigger_amqp-connector-aeneas,pod_count_mq_trigger_amqp-connector-aeneas,cpu_used_mq_trigger_amqp-connector-tocloud,memory_used_mq_trigger_amqp-connector-tocloud,pod_count_mq_trigger_amqp-connector-tocloud,cpu_used_mq_trigger_amqp-connector-rawaeneas,memory_used_mq_trigger_amqp-connector-rawaeneas,pod_count_mq_trigger_amqp-connector-rawaeneas,throughput
1680032783,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.0033122862033592776,0.05,9122.535830874604,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.009561899843668486,0.1,1105378.9796375083,134217728,1,50.0,0.00012380184313481732,35308.62679762941,7,0.0009405396130162688,0,1,0.0035775276816008977,0,1,0
1680032784,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.0033122862033592776,0.05,9122.535830874604,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.008988082326423329,0.1,1077560.545177715,134217728,1,50.0,0.00012877180873637563,36726.07468191803,7,0.0009405396130162688,0,1,0.005652261730628368,7875.66095177055,1,0
1680032785,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.002924929104493559,0.05,8650.99575728293,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.009020231756916167,0.1,1048437.444430912,134217728,1,50.0,0.00013374177433793393,38143.52256620664,7,0.0009405396130162688,0,1,0.005667630685042016,7875.66095177055,1,0
1680032786,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.0028964375375143585,0.05,8616.31221687679,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.009052381187409005,0.1,1019314.3436841093,134217728,1,50.0,0.00013871173993949224,39560.97045049525,7,0.0009405396130162688,0,1,0.005667630685042016,7875.66095177055,1,0
1680032787,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.002867945970535158,0.05,8581.62867647065,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.009005134888929815,0.1,990605.5024997754,134217728,1,50.0,0.00014368170554105052,40978.41833478387,7,0.0009405396130162688,0,1,0.005660541183037191,7875.66095177055,1,0
1680032788,0.0033230899528454245,0.5,15137.148758034637,52428800,1,3.0,0.002869230085442015,0.05,496188.5926914975,52428800,1,50.0,0.010306521901677445,0.1,27732.672431848994,52428800,1,50.0,0.009037284319422653,0.1,961482.401752973,134217728,1,50.0,0.00014865167114260882,42395.86621907248,7,0.0009405396130162688,0,1,0.005660541183037191,7875.66095177055,1,0
1680032789,0.0011971547559137452,0.5,7285.2441384645135,52428800,1,3.0,0.002840738518462814,0.05,496153.90915109136,52428800,1,50.0,0.009811079404707749,0.1,26301.403809113704,52428800,1,50.0,0.009069433749915493,0.1,932359.3010061701,134217728,1,50.0,0.00015362163674416713,43813.3141033611,7,0.0009405396130162688,0,1,0.005660541183037191,7875.66095177055,1,0
1680032790,0.0016655744416650168,0.5,709485.8459157414,52428800,1,3.0,0.002812246951483614,0.05,496119.22561068524,52428800,1,50.0,0.009778874354202698,0.1,26208.367627188636,52428800,1,50.0,0.00910158318040833,0.1,903236.2002593675,134217728,1,50.0,0.05872439370099461,827127.3165734011,7,0.0008168975404671621,0,1,0.005660541183037191,7875.66095177055,1,0
1680032791,0.0016655744416650168,0.5,709485.8459157414,52428800,1,3.0,0.0027837553845044133,0.05,496084.5420702791,52428800,1,50.0,0.009746669303697646,0.1,26115.331445263564,52428800,1,50.0,0.010064249844113412,0.1,524366.3428885238,134217728,1,50.0,0.06126931626678808,860814.1242346856,7,0.0008089329648069518,0,1,0.005660541183037191,7875.66095177055,1,0
1680032792,0.0016655744416650168,0.5,709485.8459157414,52428800,1,3.0,0.0023148326781481272,0.05,992361.0234110166,52428800,1,50.0,0.009970450826414094,0.1,26677.88599528776,52428800,1,50.0,0.010803007344741947,0.1,528150.417062917,134217728,1,50.0,0.06381423883258157,894500.93189597,7,0.0008009683891467413,0,1,0.005660541183037191,7875.66095177055,1,0
